iter	RMSE
235	31.51417844
236	31.38887023
237	31.3367614
238	31.2942082
239	31.2362373
240	31.13236126
241	31.08707526
242	31.06258319
243	30.98987066
244	30.94496815
245	30.89429004
246	30.85605383
247	30.76166407
248	30.67048253
249	30.6199363
250	30.52719224
251	30.4487896
252	30.38861924
253	30.3394944
254	30.2257203
255	30.11480498
256	30.03843322
257	29.93568594
258	29.88222928
259	29.79388822
260	29.74241742
261	29.70859754
262	29.6270544
263	29.52469209
264	29.40723349
265	29.30202689
266	29.26709623
267	29.22308752
268	29.1863149
269	29.15290157
270	29.07576498
271	29.00656573
272	28.94940756
273	28.88522395
274	28.85439866
275	28.77646376
276	28.72275064
277	28.65937413
278	28.55160668
279	28.46658
280	28.41600736
281	28.3801067
282	28.32515873
283	28.26180463
284	28.19297926
285	28.14099702
286	28.09330726
287	28.02702285
288	27.97169733
289	27.93893431
290	27.89088833
291	27.84924485
292	27.81599154
293	27.73390827
294	27.70017097
295	27.65371593
296	27.55778456
297	27.47330658
298	27.40290336
299	27.33722936
300	27.2834435
301	27.21303061
302	27.17109828
303	27.1303974
304	27.06610313
305	27.03154898
306	26.97049275
307	26.92737164
308	26.89167213
309	26.82296909
310	26.77299839
311	26.72185991
312	26.66578064
313	26.62903386
314	26.54918603
315	26.51167371
316	26.43754854
317	26.34665654
318	26.29414841
319	26.24441389
320	26.18091541
321	26.13200128
322	26.08864219
323	26.03874278
324	26.0003685
325	25.93447147
326	25.90588821
327	25.86381885
328	25.79666405
329	25.74874129
330	25.69641871
331	25.64383652
332	25.61432058
333	25.56708206
334	25.53902661
335	25.48444377
336	25.42355033
337	25.38308343
338	25.2901816
339	25.24942939
340	25.21752257
341	25.18220648
342	25.13867121
343	25.10416728
344	25.05052448
345	25.01270785
346	24.97661812
347	24.90341292
348	24.87498064
349	24.83981394
350	24.80575213
351	24.72613001
352	24.68375232
353	24.64550076
354	24.60720303
355	24.57842285
356	24.55589356
357	24.5132762
358	24.47087978
359	24.42400841
360	24.3569795
361	24.29598025
362	24.25593635
363	24.18610134
364	24.12343188
365	24.07516226
366	24.03870378
367	24.01569089
368	23.98944619
369	23.94236277
370	23.89807478
371	23.86465544
372	23.83565999
373	23.79063931
374	23.76705665
375	23.71759866
376	23.67495313
377	23.61881751
378	23.59868969
379	23.55469932
380	23.52097396
381	23.49086937
382	23.45678091
383	23.42586706
384	23.38740109
385	23.33433983
386	23.28466047
387	23.23060888
388	23.20174043
389	23.15619008
390	23.11978024
391	23.08972529
392	23.05488038
393	23.03163139
394	23.00286761
395	22.95705068
396	22.91380082
397	22.87604861
398	22.84172871
399	22.80512718
400	22.76795324
401	22.72812544
402	22.69129121
403	22.6504387
404	22.61873123
405	22.57970724
406	22.55274923
407	22.51037951
408	22.47504392
409	22.45027966
410	22.41579194
411	22.388709
412	22.35290942
413	22.33045284
414	22.28693638
415	22.24720502
416	22.22558792
417	22.20212243
418	22.17414425
419	22.14273253
420	22.0907317
421	22.03370987
422	22.0081922
423	21.97920035
424	21.92362846
425	21.90533588
426	21.87267214
427	21.82980978
428	21.77870583
429	21.74744097
430	21.70020176
431	21.66926612
432	21.63319776
433	21.58619274
434	21.55085417
435	21.49675963
436	21.46942201
437	21.43212038
438	21.40567131
439	21.36480755
440	21.33184849
441	21.32283517
442	21.28488528
443	21.24409909
444	21.1861122
445	21.15470038
446	21.13509473
447	21.1128877
448	21.07528863
449	21.04951728
450	20.98169713
451	20.95979772
452	20.93469151
453	20.90940443
454	20.87576008
455	20.86245802
456	20.84295032
457	20.80704686
458	20.77996259
459	20.74203019
460	20.68583281
461	20.64839061
462	20.60690965
463	20.57993649
464	20.55238085
465	20.53493769
466	20.49610674
467	20.47895779
468	20.44653674
469	20.42233389
470	20.38274634
471	20.38015001
472	20.35633652
473	20.33777315
474	20.30211016
475	20.26950374
476	20.2240663
477	20.19026297
478	20.14727702
479	20.12123588
480	20.10041358
481	20.06546975
482	20.04391045
483	20.03062454
484	20.01442141
485	19.97035317
486	19.9465362
487	19.91161495
488	19.86220904
489	19.82746114
490	19.77940815
491	19.75356696
492	19.73704866
493	19.71712493
494	19.67938723
495	19.63348212
496	19.60259732
497	19.56742537
498	19.53867752
499	19.51461777
500	19.48917864
501	19.47395358
502	19.42053915
503	19.39244125
504	19.3702317
505	19.35064388
506	19.31419335
507	19.27521073
508	19.23169653
509	19.2023283
510	19.16811333
511	19.13455486
512	19.10118824
513	19.07403319
514	19.05815014
515	19.02858662
516	19.00222298
517	18.97201634
518	18.93701019
519	18.91415665
520	18.87409752
521	18.85024298
522	18.81417052
523	18.79705228
524	18.77044214
525	18.73342193
526	18.70417981
527	18.67778953
528	18.62865958
529	18.62407333
530	18.58603652
531	18.55824084
532	18.51685615
533	18.47362344
534	18.44534114
535	18.4171207
536	18.38831977
537	18.36297093
538	18.33320926
539	18.32037166
540	18.30075523
541	18.25764514
542	18.23651611
543	18.20158209
544	18.18566077
545	18.16532958
546	18.14211865
547	18.11294628
548	18.08418809
549	18.0564539
550	18.02111358
551	17.99628848
552	17.97657788
553	17.9566219
554	17.92104137
555	17.89486727
556	17.85884767
557	17.83558304
558	17.81095032
559	17.77221107
560	17.75169618
561	17.72399508
562	17.69651943
563	17.65514941
564	17.6351684
565	17.6130507
566	17.590271
567	17.55867687
568	17.52139345
569	17.4975266
570	17.4683613
571	17.42889314
572	17.39414509
573	17.36107212
574	17.33635687
575	17.31846463
576	17.30017346
577	17.28058731
578	17.25490485
579	17.23393706
580	17.2022814
581	17.18198237
582	17.16028193
583	17.13865117
584	17.11084885
585	17.08550354
586	17.05663667
587	17.0321915
588	17.00974949
589	16.98645476
590	16.95222381
591	16.93019196
592	16.89733697
593	16.87653908
594	16.8574109
595	16.83000778
596	16.79461427
597	16.76708729
598	16.75521838
599	16.73318532
600	16.71647748
601	16.68551848
602	16.66216464
603	16.64201881
604	16.61635248
605	16.57412557
606	16.54427334
607	16.53013963
608	16.50258912
609	16.47631924
610	16.45697151
611	16.42050333
612	16.38385337
613	16.35286213
614	16.33345143
615	16.3028248
616	16.2781509
617	16.24940665
618	16.22145047
619	16.19513249
620	16.17650015
621	16.14963976
622	16.13572574
623	16.107784
624	16.06898493
625	16.04712753
626	16.02635153
627	16.00104496
628	15.98680734
629	15.97521829
630	15.94637382
631	15.9317018
632	15.91211398
633	15.89332851
634	15.87125714
635	15.83218373
636	15.81333333
637	15.78138336
638	15.746026
639	15.73123324
640	15.71343504
641	15.68967072
642	15.66290492
643	15.63735616
644	15.61299474
645	15.58261723
646	15.56305267
647	15.5354475
648	15.52252279
649	15.48763042
650	15.46649895
651	15.44702024
652	15.43666267
653	15.41427839
654	15.39271264
655	15.36629388
656	15.3422142
657	15.32869821
658	15.30109101
659	15.28197821
660	15.24896365
661	15.22665886
662	15.19803535
663	15.18367753
664	15.16485138
665	15.15650627
666	15.13529022
667	15.11917299
668	15.08949059
669	15.06928743
670	15.05289196
671	15.02608437
672	14.99469229
673	14.98352144
674	14.96408592
675	14.94111689
676	14.91848355
677	14.90661757
678	14.89197886
679	14.86701914
680	14.84770286
681	14.83127904
682	14.81187648
683	14.79458917
684	14.78212666
685	14.77074903
686	14.75522827
687	14.74306813
688	14.735185
689	14.73055762
690	14.69636871
691	14.67334371
692	14.65692265
693	14.64208871
694	14.62311097
695	14.60363924
696	14.58830512
697	14.56956191
698	14.54514409
699	14.52003159
700	14.49863663
701	14.4734966
702	14.45465068
703	14.42719615
704	14.40515413
705	14.38846544
706	14.36707576
707	14.34591171
708	14.3194025
709	14.3071777
710	14.304351
711	14.28321015
712	14.26211478
713	14.24789301
714	14.22843136
715	14.21147696
716	14.19675296
717	14.18797509
718	14.17300761
719	14.14681831
720	14.12879428
721	14.10994387
722	14.08982654
723	14.07458149
724	14.04927194
725	14.03294502
726	14.01935406
727	14.00119118
728	13.97665536
729	13.95168714
730	13.93565819
731	13.91985213
732	13.89376414
733	13.87279766
734	13.86475577
735	13.840594
736	13.82456516
737	13.79701061
738	13.77444457
739	13.75433875
740	13.73461379
741	13.72431974
742	13.70806617
743	13.70029537
744	13.67667238
745	13.65168701
746	13.64075007
747	13.63022218
748	13.61302613
749	13.59482372
750	13.5734325
751	13.55726644
752	13.54478788
753	13.53510063
754	13.52474822
755	13.49925548
756	13.48596118
757	13.47103146
758	13.45708092
759	13.43361798
760	13.41581777
761	13.39705292
762	13.37914582
763	13.35985347
764	13.33899549
765	13.32894871
766	13.30059499
767	13.28143108
768	13.26238217
769	13.24893074
770	13.22496569
771	13.21287318
772	13.20605098
773	13.19841142
774	13.17942565
775	13.15427581
776	13.13791563
777	13.11349818
778	13.09653897
779	13.07405203
780	13.05889252
781	13.03788627
782	13.01610181
783	12.99546784
784	12.97414694
785	12.96041895
786	12.9484965
787	12.92991074
788	12.91664845
789	12.89961533
790	12.87547914
791	12.85576527
792	12.84435645
793	12.81176528
794	12.79827888
795	12.78485187
796	12.76437295
797	12.7412192
798	12.72142182
799	12.70258797
800	12.67292842
801	12.64475635
802	12.63551682
803	12.62110211
804	12.60661159
805	12.58816752
806	12.57314123
807	12.55442037
808	12.54702582
809	12.53951911
810	12.5220234
811	12.49826124
812	12.48698538
813	12.45499402
814	12.44112553
815	12.42100721
816	12.41032857
817	12.39627945
818	12.38971692
819	12.38561909
820	12.36576233
821	12.34035721
822	12.33184636
823	12.31928463
824	12.29158872
825	12.27174808
826	12.25921968
827	12.24012397
828	12.22323091
829	12.21134073
830	12.19011869
831	12.16927956
832	12.15265392
833	12.14268614
834	12.12920816
835	12.1089967
836	12.09267447
837	12.06638319
838	12.04980454
839	12.02551659
840	12.00073678
841	11.98462389
842	11.96486826
843	11.9441122
844	11.92400304
845	11.91205377
846	11.89996275
847	11.88485855
848	11.86349339
849	11.84656316
850	11.82865836
851	11.81861713
852	11.79773275
853	11.7844431
854	11.77309604
855	11.75347665
856	11.75080081
857	11.72953786
858	11.70848684
859	11.69243153
860	11.6715547
861	11.63888358
862	11.63817574
863	11.62410166
864	11.60439583
865	11.58872531
866	11.57165601
867	11.56831448
868	11.56597825
869	11.55422628
870	11.54163541
871	11.5287893
872	11.5179882
873	11.49583918
874	11.48144019
875	11.46566775
876	11.45178286
877	11.43360958
878	11.41121056
879	11.39149909
880	11.37677698
881	11.36015512
882	11.35075456
883	11.33899526
884	11.31970806
885	11.30515087
886	11.29263702
887	11.28100413
888	11.26538862
889	11.24460639
890	11.24384447
891	11.23086058
892	11.20960232
893	11.19539099
894	11.17996386
895	11.16932868
896	11.15848754
897	11.14193843
898	11.12337538
899	11.10289634
900	11.08756017
901	11.06952003
902	11.0613671
903	11.04413605
904	11.03596165
905	11.02242405
906	11.00515025
907	10.98980628
908	10.972967
909	10.95673621
910	10.94017374
911	10.92653754
912	10.9068941
913	10.89251711
914	10.87921533
915	10.86267652
916	10.84604212
917	10.8303212
918	10.81839708
919	10.80544841
920	10.78839757
921	10.77765257
922	10.76067378
923	10.75489217
924	10.74233072
925	10.73749655
926	10.72558604
927	10.70529259
928	10.68379292
929	10.66214471
930	10.64795726
931	10.63498246
932	10.61835358
933	10.60433417
934	10.58629775
935	10.57537639
936	10.56692886
937	10.55549995
938	10.54562901
939	10.52932491
940	10.5289781
941	10.50665338
942	10.49308112
943	10.47216835
944	10.46148375
945	10.45001855
946	10.43399468
947	10.42227079
948	10.40778634
949	10.39683701
950	10.38887831
951	10.37676044
952	10.35714248
953	10.33955443
954	10.32056479
955	10.30996663
956	10.29159269
957	10.28198604
958	10.25980381
959	10.25201213
960	10.24390861
961	10.22973801
962	10.2201982
963	10.20197405
964	10.18589331
965	10.18378743
966	10.17245862
967	10.15970658
968	10.13659641
969	10.12373307
970	10.10974157
971	10.09666211
972	10.08511421
973	10.0728075
974	10.06079014
975	10.04568805
976	10.02883603
977	10.01917592
978	10.00532659
979	9.991600791
980	9.978824336
981	9.969739803
982	9.952630345
983	9.938345754
984	9.918905892
985	9.904967179
986	9.882859132
987	9.867231473
988	9.851307525
989	9.838570829
990	9.82409139
991	9.806669056
992	9.793271306
993	9.781095447
994	9.772985007
995	9.762307564
996	9.749276076
997	9.735723039
998	9.71998024
999	9.705528171
