iter	RMSE
127	90.07651313
128	89.97915594
129	89.82330904
130	89.70876809
131	89.57205769
132	89.43500862
133	89.32916053
134	89.21283324
135	89.11188922
136	89.01775923
137	88.90905846
138	88.78399799
139	88.65871231
140	88.51599954
141	88.38175134
142	88.30816336
143	88.21967317
144	88.21493089
145	88.03723528
146	87.89253613
147	87.73572433
148	87.58858484
149	87.47259826
150	87.34093826
151	87.25241056
152	87.16934943
153	87.04600124
154	86.96266874
155	86.84095485
156	86.72318279
157	86.61613569
158	86.5100521
159	86.46590977
160	86.35547151
161	86.20695907
162	86.09746541
163	86.01451935
164	85.87937461
165	85.73583121
166	85.64524735
167	85.48491439
168	85.38105285
169	85.16758456
170	85.06906379
171	84.94479429
172	84.83855163
173	84.67715859
174	84.58609077
175	84.40788682
176	84.25594017
177	84.09497486
178	83.9883864
179	83.89500349
180	83.70221775
181	83.62090759
182	83.48870305
183	83.31892669
184	83.22268563
185	83.09612884
186	82.92321974
187	82.82703861
188	82.75064976
189	82.67556966
190	82.52129042
191	82.40266466
192	82.29587787
193	82.12434891
194	81.97924373
195	81.88048292
196	81.7619551
197	81.67695769
198	81.57113918
199	81.44179485
200	81.31775797
201	81.19025993
202	81.06860226
203	80.94157444
204	80.85119749
205	80.73376163
206	80.55707245
207	80.44577502
208	80.30425253
209	80.17368782
210	80.06747595
211	79.97169108
212	79.82566874
213	79.72723891
214	79.67414961
215	79.57766624
216	79.50311855
217	79.36094916
218	79.27180055
219	79.17950277
220	78.98216183
221	78.85549077
222	78.7332883
223	78.60816137
224	78.54843328
225	78.43432491
226	78.26306035
227	78.21849953
228	78.11896277
229	78.06889638
230	77.93763981
231	77.83248221
232	77.78941364
233	77.67210103
234	77.5326002
235	77.39865582
236	77.29089418
237	77.04537028
238	76.94615354
239	76.89460526
240	76.79034082
241	76.76197941
242	76.71022452
243	76.59948993
244	76.51572696
245	76.35797569
246	76.17454258
247	76.05232783
248	75.88555785
249	75.7619939
250	75.65354434
251	75.53358973
252	75.42565588
253	75.29541119
254	75.18026999
255	75.07426169
256	74.97404678
257	74.81813008
258	74.69847501
259	74.55836064
260	74.45862565
261	74.30908165
262	74.21994261
263	74.09946862
264	74.02705659
265	73.95045328
266	73.8680972
267	73.80151477
268	73.69722579
269	73.59832418
270	73.53878803
271	73.43964025
272	73.28567608
273	73.18124958
274	73.06682071
275	72.99701917
276	72.90769522
277	72.78659673
278	72.62053374
279	72.53889093
280	72.43058916
281	72.40141931
282	72.25652572
283	72.12506298
284	71.99930903
285	71.86217409
286	71.79119288
287	71.75465338
288	71.66695934
289	71.566145
290	71.45655876
291	71.38955202
292	71.2706923
293	71.17125343
294	71.07865425
295	71.02224667
296	70.88961586
297	70.80858805
298	70.69047551
299	70.62811065
300	70.53786997
301	70.43610723
302	70.29879836
303	70.18985129
304	70.1193666
305	70.03507888
306	69.89067412
307	69.78846236
308	69.68550824
309	69.49323571
310	69.46331376
311	69.36591865
312	69.25448401
313	69.17986536
314	69.05214113
315	69.01135385
316	68.92003074
317	68.84890512
318	68.71678383
319	68.59793123
320	68.53620623
321	68.44909738
322	68.34075367
323	68.22141511
324	68.16981975
325	68.09386909
326	67.99977986
327	67.91036966
328	67.88207201
329	67.76265044
330	67.68696889
331	67.59964108
332	67.53219636
333	67.35698893
334	67.22913031
335	67.14471399
336	67.03163483
337	66.94910582
338	66.87869004
339	66.79260301
340	66.6530794
341	66.60919675
342	66.52315373
343	66.4483876
344	66.32062763
345	66.29542772
346	66.17827298
347	66.08472798
348	66.01345273
349	65.95143835
350	65.8106746
351	65.73616725
352	65.58688184
353	65.5237031
354	65.39944129
355	65.34227183
356	65.26813034
357	65.19683132
358	65.15005573
359	65.06487573
360	64.93687323
361	64.88246894
362	64.82694816
363	64.75668716
364	64.68925848
365	64.59942654
366	64.52224208
367	64.4418999
368	64.41750484
369	64.26543973
370	64.14846835
371	64.0550203
372	63.96348186
373	63.77668046
374	63.74112372
375	63.62416111
376	63.54500259
377	63.44212227
378	63.35988224
379	63.25872423
380	63.1439436
381	63.06159975
382	62.96119594
383	62.87750711
384	62.82325984
385	62.73212127
386	62.64595164
387	62.57365393
388	62.51693778
389	62.42167647
390	62.3409359
391	62.25071573
392	62.14862728
393	62.0499903
394	61.96958082
395	61.88652065
396	61.84826819
397	61.74960952
398	61.69439524
399	61.58931641
400	61.52093396
401	61.48017666
402	61.38471579
403	61.28883975
404	61.22534501
405	61.15973553
406	61.04885533
407	60.93107696
408	60.86727082
409	60.79952166
410	60.70632943
411	60.66451605
412	60.53405915
413	60.47377962
414	60.34297207
415	60.28140623
416	60.21014886
417	60.13462263
418	60.0922763
419	60.04180712
420	59.97785082
421	59.89549766
422	59.82841207
423	59.78657985
424	59.70181032
425	59.6622516
426	59.65305719
427	59.56549566
428	59.46959172
429	59.36111813
430	59.2890951
431	59.22555695
432	59.15859463
433	59.0586691
434	58.98220163
435	58.91719605
436	58.89796376
437	58.79437938
438	58.70397714
439	58.67426685
440	58.6123607
441	58.52405918
442	58.46307642
443	58.4310666
444	58.39960185
445	58.39169073
446	58.32365872
447	58.25745664
448	58.16702423
449	58.10829284
450	58.04310893
451	57.96212938
452	57.87945071
453	57.84803983
454	57.76980435
455	57.70387307
456	57.64341011
457	57.56902448
458	57.47757021
459	57.38618576
460	57.26815643
461	57.17029041
462	57.11455711
463	57.03773989
464	56.98116686
465	56.90796423
466	56.8531152
467	56.78297922
468	56.73275153
469	56.66446734
470	56.56572077
471	56.5137889
472	56.41645844
473	56.38180122
474	56.31811596
475	56.20725412
476	56.12227911
477	56.0436191
478	55.95315533
479	55.86048328
480	55.79918259
481	55.67780831
482	55.63426027
483	55.53971278
484	55.48068587
485	55.45350117
486	55.3721785
487	55.30635713
488	55.22449797
489	55.13660759
490	55.07814134
491	55.02742198
492	54.95514374
493	54.89671319
494	54.79418151
495	54.76053572
496	54.67966056
497	54.6037505
498	54.50394642
499	54.41247347
500	54.32057911
501	54.27752391
502	54.22881338
503	54.15882597
504	54.10785303
505	54.05087569
506	53.98671799
507	53.9390976
508	53.8779135
509	53.81784925
510	53.74911991
511	53.69499446
512	53.64057971
513	53.59339873
514	53.50991343
515	53.41929766
516	53.35195331
517	53.30518085
518	53.21827134
519	53.20259557
520	53.12146493
521	53.05804209
522	53.00182264
523	52.94005993
524	52.86102316
525	52.79539909
526	52.75107932
527	52.69699517
528	52.63819397
529	52.59068768
530	52.48886284
531	52.43741432
532	52.36400481
533	52.2923738
534	52.20874769
535	52.14007208
536	52.05495271
537	52.00719278
538	51.95496591
539	51.8873778
540	51.81390112
541	51.81098495
542	51.75821037
543	51.70838384
544	51.6340317
545	51.58029012
546	51.5066976
547	51.46515604
548	51.38201364
549	51.30992798
550	51.26298371
551	51.17612848
552	51.06977186
553	51.0448632
554	50.95126498
555	50.9413124
556	50.88005711
557	50.80440249
558	50.74844704
559	50.71167142
560	50.61871224
561	50.58230082
562	50.52028822
563	50.43685583
564	50.3972891
565	50.29962419
566	50.21888347
567	50.16322784
568	50.09279674
569	50.04733862
570	49.9556669
571	49.9150927
572	49.83333802
573	49.74165521
574	49.64480318
575	49.57593188
576	49.48383175
577	49.38609373
578	49.34113282
579	49.29040305
580	49.25187658
581	49.18454319
582	49.09178689
583	49.00944481
584	48.94868762
585	48.85521733
586	48.79914057
587	48.73060165
588	48.66117303
589	48.56315273
590	48.49589514
591	48.4262803
592	48.37104272
593	48.3226299
594	48.26773053
595	48.22030619
596	48.18461297
597	48.10207801
598	47.99221448
599	47.95952601
600	47.8868755
601	47.82231517
602	47.75254875
603	47.71344512
604	47.6388621
605	47.57032467
606	47.48343372
607	47.43100587
608	47.38424146
609	47.31598056
610	47.25445332
611	47.17867144
612	47.15374001
613	47.09316964
614	47.02962337
615	46.99004684
616	46.93631894
617	46.85766428
618	46.7798928
619	46.71494589
620	46.66895269
621	46.61570299
622	46.5734326
623	46.49128194
624	46.43645069
625	46.35834893
626	46.28800848
627	46.22506325
628	46.16501615
629	46.10360927
630	46.01448096
631	45.91233097
632	45.84283
633	45.75881878
634	45.71704174
635	45.71279958
636	45.66124485
637	45.59399551
638	45.51556508
639	45.49022969
640	45.45943948
641	45.40144353
642	45.35130257
643	45.30727926
644	45.24812995
645	45.20643041
646	45.10279049
647	45.06392589
648	45.00816212
649	44.95392034
650	44.88942274
651	44.82232739
652	44.75542579
653	44.71506372
654	44.66950944
655	44.62433186
656	44.58204345
657	44.53441165
658	44.45909155
659	44.42474488
660	44.38522494
661	44.31756845
662	44.26630377
663	44.2124867
664	44.15840499
665	44.12560766
666	44.04198176
667	44.01873375
668	43.9849261
669	43.94870999
670	43.86973851
671	43.8197998
672	43.76059385
673	43.71721438
674	43.68806021
675	43.6530903
676	43.56060608
677	43.49200587
678	43.42984639
679	43.37993207
680	43.33716073
681	43.30062917
682	43.24167242
683	43.18417096
684	43.11112754
685	43.04869901
686	42.9911807
687	42.94409817
688	42.85304241
689	42.80860958
690	42.75498358
691	42.70758332
692	42.65438042
693	42.60204145
694	42.56018432
695	42.50503805
696	42.45657172
697	42.397478
698	42.36230357
699	42.28601597
700	42.25431628
701	42.19875372
702	42.15695192
703	42.07598463
704	42.04181324
705	41.99913686
706	41.94721972
707	41.8694794
708	41.81191993
709	41.76715875
710	41.73429615
711	41.68878729
712	41.62388544
713	41.55004732
714	41.50921372
715	41.43564016
716	41.37232772
717	41.3119426
718	41.25882389
719	41.16085368
720	41.11642592
721	41.08286777
722	41.04275381
723	41.00011861
724	40.95696444
725	40.89833423
726	40.85025188
727	40.76896039
728	40.72527643
729	40.67380666
730	40.62806917
731	40.57492307
732	40.56970934
733	40.5201445
734	40.44909464
735	40.42181924
736	40.39346496
737	40.32468675
738	40.29233874
739	40.24951447
740	40.22462749
741	40.1517471
742	40.11561333
743	40.0700501
744	40.01711869
745	39.96291019
746	39.90829376
747	39.85535337
748	39.80108379
749	39.76816138
750	39.72842313
751	39.69997152
752	39.63726526
753	39.58353797
754	39.53903754
755	39.51149737
756	39.47625012
757	39.40634281
758	39.37996668
759	39.34086328
760	39.28116641
761	39.21694521
762	39.18451376
763	39.15179142
764	39.1140613
765	39.08804169
766	39.04156555
767	39.03238833
768	39.00068659
769	38.95279793
770	38.88718209
771	38.82229765
772	38.74848548
773	38.71232664
774	38.62216401
775	38.55904971
776	38.50742829
777	38.46417102
778	38.44206056
779	38.37341119
780	38.32391599
781	38.2977756
782	38.26429847
783	38.2386943
784	38.16915337
785	38.14393665
786	38.09376482
787	38.05021719
788	38.00747358
789	37.98038721
790	37.95797157
791	37.94261648
792	37.88170477
793	37.86718095
794	37.81729252
795	37.74658943
796	37.70292763
797	37.68899768
798	37.64408607
799	37.60406636
800	37.56109017
801	37.50569918
802	37.47678909
803	37.43047766
804	37.37776356
805	37.31240929
806	37.24545512
807	37.18974832
808	37.14790859
809	37.10744469
810	37.04548189
811	36.99963184
812	36.96350117
813	36.90649528
814	36.84421975
815	36.81611883
816	36.77118837
817	36.73141123
818	36.66884408
819	36.61170812
820	36.56542285
821	36.48647692
822	36.46977523
823	36.40040829
824	36.36394991
825	36.31997379
826	36.29919424
827	36.25714609
828	36.20012269
829	36.14817197
830	36.10050684
831	36.07343475
832	36.03896562
833	36.00673073
834	35.97833881
835	35.93897325
836	35.90574482
837	35.88229025
838	35.8449549
839	35.80085621
840	35.75157499
841	35.71445605
842	35.66333052
843	35.62530148
844	35.56532899
845	35.51403445
846	35.47980809
847	35.41222908
848	35.36698097
849	35.32209392
850	35.26499737
851	35.22029126
852	35.19842964
853	35.16522245
854	35.10514136
855	35.0633959
856	35.02820683
857	35.00089181
858	34.960191
859	34.90414518
860	34.87219731
861	34.82608814
862	34.75836628
863	34.69705714
864	34.66668616
865	34.6168401
866	34.55732536
867	34.5163653
868	34.4749371
869	34.46233778
870	34.44135697
871	34.39802481
872	34.38335048
873	34.35241712
874	34.31188865
875	34.27758099
876	34.23268187
877	34.19764871
878	34.15255524
879	34.12189474
880	34.09752218
881	34.0730057
882	34.04380139
883	33.99983726
884	33.97831759
885	33.92090517
886	33.84960676
887	33.80536296
888	33.77270349
889	33.74393321
890	33.70472575
891	33.67563333
892	33.60745943
893	33.55917241
894	33.52438169
895	33.44786604
896	33.41756005
897	33.34527621
898	33.2988614
899	33.26619602
900	33.24517146
901	33.22603372
902	33.19478439
903	33.13998625
904	33.10256985
905	33.07116925
906	33.05503525
907	32.99030084
908	32.97465839
909	32.92601219
910	32.86977573
911	32.84137245
912	32.80089873
913	32.7840607
914	32.76738888
915	32.71652014
916	32.67671625
917	32.65003035
918	32.60814413
919	32.55025072
920	32.49859574
921	32.44722633
922	32.42593934
923	32.39954082
924	32.37669836
925	32.34177942
926	32.29720686
927	32.23459778
928	32.2017128
929	32.18643766
930	32.15889995
931	32.10708358
932	32.06905768
933	32.04402938
934	31.99815506
935	31.96091548
936	31.93178594
937	31.90689248
938	31.85455262
939	31.82111094
940	31.80521724
941	31.76054353
942	31.73961648
943	31.67794907
944	31.61992746
945	31.59499058
946	31.57723927
947	31.54965245
948	31.51477925
949	31.45954562
950	31.44158493
951	31.41276654
952	31.35657704
953	31.32713305
954	31.30464116
955	31.2760514
956	31.21823091
957	31.16339169
958	31.11708475
959	31.0662867
960	31.0465804
961	30.99076609
962	30.94254183
963	30.89097332
964	30.84138559
965	30.84051439
966	30.8018284
967	30.77332492
968	30.74327853
969	30.69145716
970	30.6557296
971	30.62630839
972	30.58693072
973	30.56144511
974	30.52521389
975	30.48450346
976	30.45203323
977	30.4168726
978	30.40574002
979	30.32929984
980	30.29263623
981	30.27004007
982	30.22788772
983	30.20167178
984	30.16270604
985	30.10895053
986	30.04313387
987	30.01141488
988	29.98732146
989	29.96556366
990	29.908217
991	29.86164015
992	29.82154484
993	29.78779832
994	29.76464944
995	29.72689884
996	29.70136828
997	29.6603402
998	29.61297734
999	29.5779676
